--------- beginning of main
08-05 16:46:00.808 I/ReactNativeJS(11939): [HRM-MOB] POST http://14.225.217.232:3001/api/hrm/auth/mobile/login x-company-id=(empty) Authorization=missing
08-05 16:46:19.373 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees/92ea4177-ff8a-40f4-873e-fb9214a1f997?company_id=holding x-company-id=holding Authorization=Bearer …
08-05 16:46:19.374 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/operating-units x-company-id=holding Authorization=Bearer …
08-05 16:46:19.376 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees/92ea4177-ff8a-40f4-873e-fb9214a1f997?company_id=holding x-company-id=holding Authorization=Bearer …
08-05 16:46:19.377 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/operating-units x-company-id=holding Authorization=Bearer …
08-05 16:46:19.383 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees?company_id=holding&page=1&page_size=30&status=active&view=directory x-company-id=holding Authorization=Bearer …
08-05 16:46:19.385 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/attendance/records?company_id=6efaa5d6-a4a8-4bfd-805a-3c4f003e4013&from_date=2026-08-05&to_date=2026-08-05&page=1&page_size=500&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997 x-company-id=holding Authorization=Bearer …
08-05 16:46:19.388 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/payroll/payslips?company_id=holding&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997 x-company-id=holding Authorization=Bearer …
08-05 16:46:19.617 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees/92ea4177-ff8a-40f4-873e-fb9214a1f997?company_id=holding x-company-id=holding Authorization=Bearer …
08-05 16:46:19.618 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/attendance/records?company_id=6efaa5d6-a4a8-4bfd-805a-3c4f003e4013&from_date=2026-08-05&to_date=2026-08-05&page=1&page_size=200&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997 x-company-id=holding Authorization=Bearer …
08-05 16:46:19.627 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees?company_id=holding&page=2&page_size=30&status=active&view=directory x-company-id=holding Authorization=Bearer …
08-05 16:46:19.872 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/attendance/records?company_id=6efaa5d6-a4a8-4bfd-805a-3c4f003e4013&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997&from_date=2026-08-05&to_date=2026-08-05&page=1&page_size=10 x-company-id=holding Authorization=Bearer …
08-05 16:46:19.875 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/attendance/leave-requests?company_id=6efaa5d6-a4a8-4bfd-805a-3c4f003e4013&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997 x-company-id=holding Authorization=Bearer …
08-05 16:46:19.881 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/attendance/leave-requests?company_id=6efaa5d6-a4a8-4bfd-805a-3c4f003e4013&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997&status=pending x-company-id=holding Authorization=Bearer …
08-05 16:46:19.889 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/attendance/update-requests?company_id=6efaa5d6-a4a8-4bfd-805a-3c4f003e4013&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997&status=pending x-company-id=holding Authorization=Bearer …
08-05 16:46:19.890 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees/92ea4177-ff8a-40f4-873e-fb9214a1f997?company_id=holding x-company-id=holding Authorization=Bearer …
08-05 16:46:19.893 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/attendance/records?company_id=6efaa5d6-a4a8-4bfd-805a-3c4f003e4013&from_date=2026-08-05&to_date=2026-08-05&page=1&page_size=200&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997 x-company-id=holding Authorization=Bearer …
08-05 16:46:20.946 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/notifications/inbox?company_id=6efaa5d6-a4a8-4bfd-805a-3c4f003e4013&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997&limit=5 x-company-id=holding Authorization=Bearer …
08-05 16:46:21.345 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/payroll/payslips?company_id=holding&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997 x-company-id=holding Authorization=Bearer …
08-05 16:46:21.630 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/home/summary?company_id=holding&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997&include=celebrations%2Cwhos_out x-company-id=holding Authorization=Bearer …
08-05 16:46:22.228 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees?company_id=holding&page=1&page_size=100 x-company-id=holding Authorization=Bearer …
08-05 16:46:22.442 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees?company_id=holding&page=1&page_size=100 x-company-id=holding Authorization=Bearer …
08-05 16:46:22.549 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/attendance/leave-requests?company_id=holding&status=approved&page=1&page_size=200 x-company-id=holding Authorization=Bearer …
08-05 16:46:23.027 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees/92ea4177-ff8a-40f4-873e-fb9214a1f997?company_id=holding x-company-id=holding Authorization=Bearer …
08-05 16:46:23.029 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/operating-units x-company-id=holding Authorization=Bearer …
08-05 16:46:23.030 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees/92ea4177-ff8a-40f4-873e-fb9214a1f997?company_id=holding x-company-id=holding Authorization=Bearer …
08-05 16:46:23.032 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/operating-units x-company-id=holding Authorization=Bearer …
08-05 16:46:23.042 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees?company_id=holding&page=1&page_size=30&status=active&view=directory x-company-id=holding Authorization=Bearer …
08-05 16:46:23.045 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/attendance/records?company_id=6efaa5d6-a4a8-4bfd-805a-3c4f003e4013&from_date=2026-08-05&to_date=2026-08-05&page=1&page_size=500&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997 x-company-id=holding Authorization=Bearer …
08-05 16:46:23.050 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/payroll/payslips?company_id=holding&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997 x-company-id=holding Authorization=Bearer …
08-05 16:46:23.394 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees/92ea4177-ff8a-40f4-873e-fb9214a1f997?company_id=holding x-company-id=holding Authorization=Bearer …
08-05 16:46:23.397 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/attendance/records?company_id=6efaa5d6-a4a8-4bfd-805a-3c4f003e4013&from_date=2026-08-05&to_date=2026-08-05&page=1&page_size=200&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997 x-company-id=holding Authorization=Bearer …
08-05 16:46:23.459 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees?company_id=holding&page=2&page_size=30&status=active&view=directory x-company-id=holding Authorization=Bearer …
08-05 16:46:23.918 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/attendance/records?company_id=6efaa5d6-a4a8-4bfd-805a-3c4f003e4013&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997&from_date=2026-08-05&to_date=2026-08-05&page=1&page_size=10 x-company-id=holding Authorization=Bearer …
08-05 16:46:23.927 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/attendance/leave-requests?company_id=6efaa5d6-a4a8-4bfd-805a-3c4f003e4013&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997 x-company-id=holding Authorization=Bearer …
08-05 16:46:23.929 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/attendance/leave-requests?company_id=6efaa5d6-a4a8-4bfd-805a-3c4f003e4013&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997&status=pending x-company-id=holding Authorization=Bearer …
08-05 16:46:23.933 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/attendance/update-requests?company_id=6efaa5d6-a4a8-4bfd-805a-3c4f003e4013&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997&status=pending x-company-id=holding Authorization=Bearer …
08-05 16:46:23.938 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees/92ea4177-ff8a-40f4-873e-fb9214a1f997?company_id=holding x-company-id=holding Authorization=Bearer …
08-05 16:46:23.946 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/attendance/records?company_id=6efaa5d6-a4a8-4bfd-805a-3c4f003e4013&from_date=2026-08-05&to_date=2026-08-05&page=1&page_size=200&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997 x-company-id=holding Authorization=Bearer …
08-05 16:46:24.665 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/notifications/inbox?company_id=6efaa5d6-a4a8-4bfd-805a-3c4f003e4013&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997&limit=5 x-company-id=holding Authorization=Bearer …
08-05 16:46:24.856 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/payroll/payslips?company_id=holding&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997 x-company-id=holding Authorization=Bearer …
08-05 16:46:25.137 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/home/summary?company_id=holding&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997&include=celebrations%2Cwhos_out x-company-id=holding Authorization=Bearer …
08-05 16:46:25.822 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees?company_id=holding&page=1&page_size=100 x-company-id=holding Authorization=Bearer …
08-05 16:46:26.060 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees?company_id=holding&page=1&page_size=100 x-company-id=holding Authorization=Bearer …
08-05 16:46:26.231 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/attendance/leave-requests?company_id=holding&status=approved&page=1&page_size=200 x-company-id=holding Authorization=Bearer …
08-05 16:46:26.640 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees/92ea4177-ff8a-40f4-873e-fb9214a1f997?company_id=holding x-company-id=holding Authorization=Bearer …
08-05 16:46:26.641 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/operating-units x-company-id=holding Authorization=Bearer …
08-05 16:46:26.646 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees/92ea4177-ff8a-40f4-873e-fb9214a1f997?company_id=holding x-company-id=holding Authorization=Bearer …
08-05 16:46:26.649 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/operating-units x-company-id=holding Authorization=Bearer …
08-05 16:46:26.655 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees?company_id=holding&page=1&page_size=30&status=active&view=directory x-company-id=holding Authorization=Bearer …
08-05 16:46:26.657 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/attendance/records?company_id=6efaa5d6-a4a8-4bfd-805a-3c4f003e4013&from_date=2026-08-05&to_date=2026-08-05&page=1&page_size=500&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997 x-company-id=holding Authorization=Bearer …
08-05 16:46:26.660 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/payroll/payslips?company_id=holding&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997 x-company-id=holding Authorization=Bearer …
08-05 16:46:26.879 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees/92ea4177-ff8a-40f4-873e-fb9214a1f997?company_id=holding x-company-id=holding Authorization=Bearer …
08-05 16:46:26.883 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/attendance/records?company_id=6efaa5d6-a4a8-4bfd-805a-3c4f003e4013&from_date=2026-08-05&to_date=2026-08-05&page=1&page_size=200&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997 x-company-id=holding Authorization=Bearer …
08-05 16:46:26.894 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees?company_id=holding&page=2&page_size=30&status=active&view=directory x-company-id=holding Authorization=Bearer …
08-05 16:46:27.476 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/attendance/records?company_id=6efaa5d6-a4a8-4bfd-805a-3c4f003e4013&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997&from_date=2026-08-05&to_date=2026-08-05&page=1&page_size=10 x-company-id=holding Authorization=Bearer …
08-05 16:46:27.478 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/attendance/leave-requests?company_id=6efaa5d6-a4a8-4bfd-805a-3c4f003e4013&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997 x-company-id=holding Authorization=Bearer …
08-05 16:46:27.479 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/attendance/leave-requests?company_id=6efaa5d6-a4a8-4bfd-805a-3c4f003e4013&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997&status=pending x-company-id=holding Authorization=Bearer …
08-05 16:46:27.480 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/attendance/update-requests?company_id=6efaa5d6-a4a8-4bfd-805a-3c4f003e4013&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997&status=pending x-company-id=holding Authorization=Bearer …
08-05 16:46:27.489 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees/92ea4177-ff8a-40f4-873e-fb9214a1f997?company_id=holding x-company-id=holding Authorization=Bearer …
08-05 16:46:27.493 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/attendance/records?company_id=6efaa5d6-a4a8-4bfd-805a-3c4f003e4013&from_date=2026-08-05&to_date=2026-08-05&page=1&page_size=200&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997 x-company-id=holding Authorization=Bearer …
08-05 16:46:28.314 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/notifications/inbox?company_id=6efaa5d6-a4a8-4bfd-805a-3c4f003e4013&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997&limit=5 x-company-id=holding Authorization=Bearer …
08-05 16:46:28.555 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/payroll/payslips?company_id=holding&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997 x-company-id=holding Authorization=Bearer …
08-05 16:46:28.838 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/home/summary?company_id=holding&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997&include=celebrations%2Cwhos_out x-company-id=holding Authorization=Bearer …
08-05 16:46:29.374 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees?company_id=holding&page=1&page_size=100 x-company-id=holding Authorization=Bearer …
08-05 16:46:29.516 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees?company_id=holding&page=1&page_size=100 x-company-id=holding Authorization=Bearer …
08-05 16:46:29.610 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/attendance/leave-requests?company_id=holding&status=approved&page=1&page_size=200 x-company-id=holding Authorization=Bearer …
08-05 16:46:30.018 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees/92ea4177-ff8a-40f4-873e-fb9214a1f997?company_id=holding x-company-id=holding Authorization=Bearer …
08-05 16:46:30.019 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/operating-units x-company-id=holding Authorization=Bearer …
08-05 16:46:30.021 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees/92ea4177-ff8a-40f4-873e-fb9214a1f997?company_id=holding x-company-id=holding Authorization=Bearer …
08-05 16:46:30.023 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/operating-units x-company-id=holding Authorization=Bearer …
08-05 16:46:30.032 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees?company_id=holding&page=1&page_size=30&status=active&view=directory x-company-id=holding Authorization=Bearer …
08-05 16:46:30.034 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/attendance/records?company_id=6efaa5d6-a4a8-4bfd-805a-3c4f003e4013&from_date=2026-08-05&to_date=2026-08-05&page=1&page_size=500&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997 x-company-id=holding Authorization=Bearer …
08-05 16:46:30.037 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/payroll/payslips?company_id=holding&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997 x-company-id=holding Authorization=Bearer …
08-05 16:46:30.334 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees/92ea4177-ff8a-40f4-873e-fb9214a1f997?company_id=holding x-company-id=holding Authorization=Bearer …
08-05 16:46:30.336 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/attendance/records?company_id=6efaa5d6-a4a8-4bfd-805a-3c4f003e4013&from_date=2026-08-05&to_date=2026-08-05&page=1&page_size=200&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997 x-company-id=holding Authorization=Bearer …
08-05 16:46:30.378 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees?company_id=holding&page=2&page_size=30&status=active&view=directory x-company-id=holding Authorization=Bearer …
08-05 16:46:30.742 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/attendance/records?company_id=6efaa5d6-a4a8-4bfd-805a-3c4f003e4013&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997&from_date=2026-08-05&to_date=2026-08-05&page=1&page_size=10 x-company-id=holding Authorization=Bearer …
08-05 16:46:30.755 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/attendance/leave-requests?company_id=6efaa5d6-a4a8-4bfd-805a-3c4f003e4013&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997 x-company-id=holding Authorization=Bearer …
08-05 16:46:30.756 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/attendance/leave-requests?company_id=6efaa5d6-a4a8-4bfd-805a-3c4f003e4013&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997&status=pending x-company-id=holding Authorization=Bearer …
08-05 16:46:30.765 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/attendance/update-requests?company_id=6efaa5d6-a4a8-4bfd-805a-3c4f003e4013&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997&status=pending x-company-id=holding Authorization=Bearer …
08-05 16:46:30.774 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees/92ea4177-ff8a-40f4-873e-fb9214a1f997?company_id=holding x-company-id=holding Authorization=Bearer …
08-05 16:46:30.782 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/attendance/records?company_id=6efaa5d6-a4a8-4bfd-805a-3c4f003e4013&from_date=2026-08-05&to_date=2026-08-05&page=1&page_size=200&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997 x-company-id=holding Authorization=Bearer …
08-05 16:46:31.716 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/notifications/inbox?company_id=6efaa5d6-a4a8-4bfd-805a-3c4f003e4013&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997&limit=5 x-company-id=holding Authorization=Bearer …
08-05 16:46:31.931 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/payroll/payslips?company_id=holding&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997 x-company-id=holding Authorization=Bearer …
08-05 16:46:32.198 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/home/summary?company_id=holding&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997&include=celebrations%2Cwhos_out x-company-id=holding Authorization=Bearer …
08-05 16:46:32.620 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees?company_id=holding&page=1&page_size=100 x-company-id=holding Authorization=Bearer …
08-05 16:46:32.771 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees?company_id=holding&page=1&page_size=100 x-company-id=holding Authorization=Bearer …
08-05 16:46:32.846 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/attendance/leave-requests?company_id=holding&status=approved&page=1&page_size=200 x-company-id=holding Authorization=Bearer …
08-05 16:46:33.193 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees/92ea4177-ff8a-40f4-873e-fb9214a1f997?company_id=holding x-company-id=holding Authorization=Bearer …
08-05 16:46:33.194 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/operating-units x-company-id=holding Authorization=Bearer …
08-05 16:46:33.197 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees/92ea4177-ff8a-40f4-873e-fb9214a1f997?company_id=holding x-company-id=holding Authorization=Bearer …
08-05 16:46:33.198 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/operating-units x-company-id=holding Authorization=Bearer …
08-05 16:46:33.205 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees?company_id=holding&page=1&page_size=30&status=active&view=directory x-company-id=holding Authorization=Bearer …
08-05 16:46:33.207 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/attendance/records?company_id=6efaa5d6-a4a8-4bfd-805a-3c4f003e4013&from_date=2026-08-05&to_date=2026-08-05&page=1&page_size=500&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997 x-company-id=holding Authorization=Bearer …
08-05 16:46:33.210 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/payroll/payslips?company_id=holding&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997 x-company-id=holding Authorization=Bearer …
08-05 16:46:33.481 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees/92ea4177-ff8a-40f4-873e-fb9214a1f997?company_id=holding x-company-id=holding Authorization=Bearer …
08-05 16:46:33.483 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/attendance/records?company_id=6efaa5d6-a4a8-4bfd-805a-3c4f003e4013&from_date=2026-08-05&to_date=2026-08-05&page=1&page_size=200&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997 x-company-id=holding Authorization=Bearer …
08-05 16:46:33.527 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees?company_id=holding&page=2&page_size=30&status=active&view=directory x-company-id=holding Authorization=Bearer …
08-05 16:46:33.873 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/attendance/records?company_id=6efaa5d6-a4a8-4bfd-805a-3c4f003e4013&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997&from_date=2026-08-05&to_date=2026-08-05&page=1&page_size=10 x-company-id=holding Authorization=Bearer …
08-05 16:46:33.877 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/attendance/leave-requests?company_id=6efaa5d6-a4a8-4bfd-805a-3c4f003e4013&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997 x-company-id=holding Authorization=Bearer …
08-05 16:46:33.881 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/attendance/leave-requests?company_id=6efaa5d6-a4a8-4bfd-805a-3c4f003e4013&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997&status=pending x-company-id=holding Authorization=Bearer …
08-05 16:46:33.887 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/attendance/update-requests?company_id=6efaa5d6-a4a8-4bfd-805a-3c4f003e4013&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997&status=pending x-company-id=holding Authorization=Bearer …
08-05 16:46:33.890 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees/92ea4177-ff8a-40f4-873e-fb9214a1f997?company_id=holding x-company-id=holding Authorization=Bearer …
08-05 16:46:33.900 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/attendance/records?company_id=6efaa5d6-a4a8-4bfd-805a-3c4f003e4013&from_date=2026-08-05&to_date=2026-08-05&page=1&page_size=200&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997 x-company-id=holding Authorization=Bearer …
08-05 16:46:34.724 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/notifications/inbox?company_id=6efaa5d6-a4a8-4bfd-805a-3c4f003e4013&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997&limit=5 x-company-id=holding Authorization=Bearer …
08-05 16:46:34.955 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/payroll/payslips?company_id=holding&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997 x-company-id=holding Authorization=Bearer …
08-05 16:46:35.233 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/home/summary?company_id=holding&employee_id=92ea4177-ff8a-40f4-873e-fb9214a1f997&include=celebrations%2Cwhos_out x-company-id=holding Authorization=Bearer …
08-05 16:46:35.724 I/ReactNativeJS(11939): [HRM-MOB] GET http://14.225.217.232:3001/api/hrm/employees?company_id=holding&page=1&page_size=100 x-company-id=holding Authorization=Bearer …
